% signal t-range (microseconds):	0.0000000	912.00000
% threshold	1	64
% threshold	2	37
% threshold	3	0
% threshold	4	0
% threshold	5	0
% threshold	6	0
0.0000000	0.39470259	0.39319908	
8.0000000	0.39440688	0.39241284	
16.000000	0.38592143	0.38598351	
24.000000	0.36513200	0.36605707	
32.000000	0.33570166	0.33878061	
40.000000	0.30145902	0.30321069	
48.000000	0.26259098	0.25863617	
56.000000	0.22021956	0.21982159	
64.000000	0.17775938	0.17885437	
72.000000	0.13718858	0.13538580	
80.000000	0.10152606	0.10513295	
88.000000	0.073127827	0.072743156	
96.000000	0.050822506	0.049130720	
104.00000	0.033202067	0.029310401	
112.00000	0.021024555	0.024001279	
120.00000	0.013983952	0.015696789	
128.00000	0.010660336	0.0095635356	
136.00000	0.010234501	0.010971098	
144.00000	0.010150980	0.010187496	
152.00000	0.0090745782	0.0095746018	
160.00000	0.0071722583	0.0063504085	
168.00000	0.0043457490	0.0036015741	
176.00000	0.0019664011	0.0015854291	
184.00000	0.00052157753	0.0016250915	
192.00000	-0.00034944825	-0.0015009060	
200.00000	-0.00065317499	0.0019860774	
208.00000	-0.0018251919	-0.0036958229	
216.00000	-0.0044352896	-0.0036774360	
224.00000	-0.0080022015	-0.0096604666	
232.00000	-0.012380434	-0.0098870611	
240.00000	-0.016240718	-0.020065020	
248.00000	-0.018917454	-0.014577324	
256.00000	-0.020787732	-0.023729657	
264.00000	-0.021937533	-0.020688672	
272.00000	-0.023173161	-0.022234613	
280.00000	-0.024962346	-0.027114532	
288.00000	-0.026869768	-0.026146876	
296.00000	-0.028596108	-0.029559982	
304.00000	-0.029857362	-0.026874833	
312.00000	-0.030401837	-0.029790502	
320.00000	-0.030251633	-0.033134042	
328.00000	-0.029510159	-0.031691856	
336.00000	-0.028013187	-0.025626077	
344.00000	-0.025705844	-0.025545060	
352.00000	-0.022824607	-0.020941377	
360.00000	-0.019530624	-0.023623127	
368.00000	-0.016009633	-0.010777917	
376.00000	-0.012445964	-0.015536444	
384.00000	-0.0088256233	-0.0091977620	
392.00000	-0.0051092175	-0.0040505759	
400.00000	-0.0014692366	-0.0020865908	
408.00000	0.0020235210	0.00076741471	
416.00000	0.0054240729	0.0078943944	
424.00000	0.0087062636	0.0066462492	
432.00000	0.012024229	0.014253379	
440.00000	0.015473376	0.015152286	
448.00000	0.018872453	0.016900738	
456.00000	0.022093418	0.024296208	
464.00000	0.025097212	0.021735741	
472.00000	0.027771393	0.030610384	
480.00000	0.030144299	0.029220383	
488.00000	0.032270827	0.033601845	
496.00000	0.033893125	0.033447456	
504.00000	0.034972540	0.033257573	
512.00000	0.035543024	0.035150766	
520.00000	0.035571207	0.038256686	
528.00000	0.035489965	0.035523765	
536.00000	0.035430174	0.036151348	
544.00000	0.035318890	0.034279937	
552.00000	0.035196887	0.030346467	
560.00000	0.034539902	0.037372241	
568.00000	0.033166251	0.034432452	
576.00000	0.031251564	0.032701143	
584.00000	0.028808364	0.029003210	
592.00000	0.026409383	0.023018776	
600.00000	0.024363070	0.023548728	
608.00000	0.022413671	0.025529309	
616.00000	0.020486930	0.022071460	
624.00000	0.018297151	0.016987489	
632.00000	0.015571229	0.015447262	
640.00000	0.012635512	0.011591227	
648.00000	0.0097529800	0.0076390802	
656.00000	0.0067015651	0.0077688554	
664.00000	0.0036144783	0.0075859271	
672.00000	0.00047245173	-0.0029909570	
680.00000	-0.0028998734	-0.0034440325	
688.00000	-0.0056167616	-0.0038029486	
696.00000	-0.0074117690	-0.0079184680	
704.00000	-0.0085726044	-0.0064650397	
712.00000	-0.0090939221	-0.013099017	
720.00000	-0.010055869	-0.0087848503	
728.00000	-0.011938773	-0.010822223	
736.00000	-0.014303421	-0.014263557	
744.00000	-0.016965967	-0.017713947	
752.00000	-0.019090586	-0.018592901	
760.00000	-0.020212017	-0.019822890	
768.00000	-0.020595364	-0.020890242	
776.00000	-0.020406964	-0.020674843	
784.00000	-0.020002870	-0.021958854	
792.00000	-0.019592758	-0.019315410	
800.00000	-0.019174657	-0.016829383	
808.00000	-0.018681259	-0.018396891	
816.00000	-0.018010974	-0.016636164	
824.00000	-0.017286942	-0.021647726	
832.00000	-0.016237484	-0.014240787	
840.00000	-0.014656449	-0.012330388	
848.00000	-0.013136779	-0.017931274	
856.00000	-0.011669854	-0.012677816	
864.00000	-0.010403621	-0.0071436242	
872.00000	-0.0097818337	-0.0069369274	
880.00000	-0.0084960011	-0.0088326987	
888.00000	-0.0060913635	-0.0072355303	
896.00000	-0.0033068970	-0.0047251918	
904.00000	-0.00037640754	-0.0047149814	
912.00000	0.0013004035	0.0055363334	
